dag_id,num_A_fi_gj,num_A_fj_gi,num_X_fi,num_X_fj,num_2D_arrays,num_1D_arrays,par_i,par_j,problem_size,num_nodes,num_edges,avg_degree,num_roots,num_leaves,depth,num_true_deps,num_anti_deps,num_output_deps,density
4480,7,0,14,6,7,20,1,0,1024,9,18,4.0,2,1,6,7,3,8,0.25
4481,11,0,16,3,11,19,1,0,1024,10,20,4.0,3,1,5,6,9,5,0.2222222222222222
4482,12,0,8,4,12,12,1,0,1024,8,16,4.0,2,1,6,5,5,6,0.2857142857142857
4483,12,0,11,7,12,18,1,0,1024,10,20,4.0,3,2,7,8,3,9,0.2222222222222222
4484,9,0,10,8,9,18,1,0,1024,9,18,4.0,2,1,7,6,5,7,0.25
4485,15,0,12,3,15,15,1,0,1024,10,20,4.0,3,1,6,6,8,6,0.2222222222222222
4486,17,0,9,4,17,13,1,0,1024,10,20,4.0,2,1,8,9,9,2,0.2222222222222222
4487,7,0,10,1,7,11,1,0,1024,6,12,4.0,1,1,6,5,3,4,0.4
4488,16,0,4,1,16,5,1,0,1024,7,14,4.0,1,1,7,4,3,7,0.3333333333333333
4489,13,0,3,2,13,5,1,0,1024,6,12,4.0,1,1,6,7,3,2,0.4
4490,15,0,7,5,15,12,1,0,1024,9,18,4.0,2,1,6,5,6,7,0.25
4491,11,0,8,5,11,13,1,0,1024,8,16,4.0,2,1,6,2,7,7,0.2857142857142857
4492,15,0,10,5,15,15,1,0,1024,10,20,4.0,4,2,5,3,9,8,0.2222222222222222
4493,10,0,10,4,10,14,1,0,1024,8,16,4.0,1,1,5,5,6,5,0.2857142857142857
4494,11,0,8,2,11,10,1,0,1024,7,14,4.0,1,1,7,4,4,6,0.3333333333333333
4495,11,0,6,4,11,10,1,0,1024,7,14,4.0,2,1,5,5,6,3,0.3333333333333333
4496,15,0,9,3,15,12,1,0,1024,9,18,4.0,3,1,5,6,7,5,0.25
4497,12,0,9,3,12,12,1,0,1024,8,16,4.0,2,1,6,7,1,8,0.2857142857142857
4498,14,0,5,5,14,10,1,0,1024,8,16,4.0,2,1,6,6,7,3,0.2857142857142857
4499,8,0,12,1,8,13,1,0,1024,7,14,4.0,2,1,6,7,2,5,0.3333333333333333
4500,20,0,7,3,20,10,1,0,1024,10,20,4.0,4,2,4,7,8,5,0.2222222222222222
4501,9,0,7,5,9,12,1,0,1024,7,14,4.0,1,1,7,3,7,4,0.3333333333333333
4502,10,0,13,4,10,17,1,0,1024,9,18,4.0,1,1,8,6,7,5,0.25
4503,21,0,7,2,21,9,1,0,1024,10,20,4.0,2,1,7,9,3,8,0.2222222222222222
4504,12,0,8,4,12,12,1,0,1024,8,16,4.0,2,1,6,4,6,6,0.2857142857142857
4505,8,0,7,3,8,10,1,0,1024,6,12,4.0,2,1,5,5,2,5,0.4
4506,18,0,3,3,18,6,1,0,1024,8,16,4.0,1,1,7,3,8,5,0.2857142857142857
4507,11,0,7,6,11,13,1,0,1024,8,16,4.0,2,1,7,8,4,4,0.2857142857142857
4508,10,0,7,1,10,8,1,0,1024,6,12,4.0,2,1,4,5,5,2,0.4
4509,13,0,10,7,13,17,1,0,1024,10,20,4.0,3,1,5,8,8,4,0.2222222222222222
4510,10,0,3,5,10,8,1,0,1024,6,12,4.0,2,1,5,5,6,1,0.4
4511,11,0,8,2,11,10,1,0,1024,7,14,4.0,1,1,5,5,5,4,0.3333333333333333
4512,9,0,4,5,9,9,1,0,1024,6,12,4.0,1,1,5,5,2,5,0.4
4513,9,0,11,1,9,12,1,0,1024,7,14,4.0,1,1,7,5,6,3,0.3333333333333333
4514,15,0,8,4,15,12,1,0,1024,9,18,4.0,3,1,6,5,6,7,0.25
4515,9,0,13,5,9,18,1,0,1024,9,18,4.0,2,1,5,7,5,6,0.25
4516,9,0,10,2,9,12,1,0,1024,7,14,4.0,2,1,6,2,5,7,0.3333333333333333
4517,17,0,9,1,17,10,1,0,1024,9,18,4.0,4,2,5,6,7,5,0.25
4518,8,0,5,5,8,10,1,0,1024,6,12,4.0,2,1,5,4,3,5,0.4
4519,13,0,8,6,13,14,1,0,1024,9,18,4.0,4,1,5,5,7,6,0.25
4520,14,0,8,8,14,16,1,0,1024,10,20,4.0,2,1,8,8,7,5,0.2222222222222222
4521,11,0,7,3,11,10,1,0,1024,7,14,4.0,2,1,6,5,5,4,0.3333333333333333
4522,7,0,13,1,7,14,1,0,1024,7,14,4.0,1,1,6,4,2,8,0.3333333333333333
4523,8,0,6,7,8,13,1,0,1024,7,14,4.0,3,1,4,2,6,6,0.3333333333333333
4524,10,0,4,4,10,8,1,0,1024,6,12,4.0,2,1,5,5,3,4,0.4
4525,10,0,9,5,10,14,1,0,1024,8,16,4.0,1,1,6,4,2,10,0.2857142857142857
4526,9,0,3,6,9,9,1,0,1024,6,12,4.0,1,1,5,4,7,1,0.4
4527,13,0,11,3,13,14,1,0,1024,9,18,4.0,4,1,5,11,2,5,0.25
4528,13,0,6,2,13,8,1,0,1024,7,14,4.0,1,1,5,4,5,5,0.3333333333333333
4529,8,0,7,3,8,10,1,0,1024,6,12,4.0,2,1,5,5,4,3,0.4
4530,9,0,6,3,9,9,1,0,1024,6,12,4.0,1,1,6,2,7,3,0.4
4531,7,0,9,5,7,14,1,0,1024,7,14,4.0,1,1,6,2,5,7,0.3333333333333333
4532,16,0,7,7,16,14,1,0,1024,10,20,4.0,2,1,6,9,5,6,0.2222222222222222
4533,16,0,9,5,16,14,1,0,1024,10,20,4.0,5,1,4,6,9,5,0.2222222222222222
4534,15,0,7,5,15,12,1,0,1024,9,18,4.0,2,1,6,3,8,7,0.25
4535,8,0,10,9,8,19,1,0,1024,9,18,4.0,4,1,6,5,8,5,0.25
4536,8,0,7,3,8,10,1,0,1024,6,12,4.0,1,1,6,4,5,3,0.4
4537,15,0,9,6,15,15,1,0,1024,10,20,4.0,2,1,7,6,6,8,0.2222222222222222
4538,11,0,8,2,11,10,1,0,1024,7,14,4.0,2,1,5,4,6,4,0.3333333333333333
4539,15,0,12,3,15,15,1,0,1024,10,20,4.0,2,2,5,5,9,6,0.2222222222222222
4540,10,0,9,2,10,11,1,0,1024,7,14,4.0,2,1,6,4,7,3,0.3333333333333333
4541,14,0,6,1,14,7,1,0,1024,7,14,4.0,2,1,5,2,6,6,0.3333333333333333
4542,15,0,10,5,15,15,1,0,1024,10,20,4.0,4,2,6,4,11,5,0.2222222222222222
4543,13,0,12,5,13,17,1,0,1024,10,20,4.0,2,3,6,0,6,14,0.2222222222222222
4544,14,0,10,3,14,13,1,0,1024,9,18,4.0,3,1,6,9,4,5,0.25
4545,11,0,6,1,11,7,1,0,1024,6,12,4.0,1,1,6,5,4,3,0.4
4546,9,0,6,3,9,9,1,0,1024,6,12,4.0,1,1,6,4,4,4,0.4
4547,11,0,14,2,11,16,1,0,1024,9,18,4.0,3,1,7,4,4,10,0.25
4548,18,0,7,5,18,12,1,0,1024,10,20,4.0,3,1,6,7,5,8,0.2222222222222222
4549,10,0,12,2,10,14,1,0,1024,8,16,4.0,2,1,6,9,4,3,0.2857142857142857
4550,14,0,9,4,14,13,1,0,1024,9,18,4.0,2,1,6,10,3,5,0.25
4551,9,0,6,3,9,9,1,0,1024,6,12,4.0,1,1,6,9,1,2,0.4
4552,14,0,10,3,14,13,1,0,1024,9,18,4.0,3,2,5,7,5,6,0.25
4553,14,0,9,4,14,13,1,0,1024,9,18,4.0,2,1,8,4,5,9,0.25
4554,8,0,11,2,8,13,1,0,1024,7,14,4.0,2,1,5,3,5,6,0.3333333333333333
4555,10,0,10,7,10,17,1,0,1024,9,18,4.0,2,1,7,3,8,7,0.25
4556,10,0,12,2,10,14,1,0,1024,8,16,4.0,2,2,7,6,4,6,0.2857142857142857
4557,12,0,5,1,12,6,1,0,1024,6,12,4.0,2,1,5,5,5,2,0.4
4558,16,0,8,3,16,11,1,0,1024,9,18,4.0,2,1,7,10,2,6,0.25
4559,10,0,12,2,10,14,1,0,1024,8,16,4.0,2,1,5,6,7,3,0.2857142857142857
4560,16,0,5,6,16,11,1,0,1024,9,18,4.0,2,1,7,5,8,5,0.25
4561,13,0,11,3,13,14,1,0,1024,9,18,4.0,3,1,5,2,5,11,0.25
4562,9,0,10,5,9,15,1,0,1024,8,16,4.0,2,1,5,3,6,7,0.2857142857142857
4563,14,0,11,2,14,13,1,0,1024,9,18,4.0,3,1,7,3,9,6,0.25
4564,11,0,10,3,11,13,1,0,1024,8,16,4.0,1,2,5,4,8,4,0.2857142857142857
4565,11,0,9,4,11,13,1,0,1024,8,16,4.0,2,1,7,6,1,9,0.2857142857142857
4566,14,0,5,2,14,7,1,0,1024,7,14,4.0,1,1,7,3,8,3,0.3333333333333333
4567,17,0,8,2,17,10,1,0,1024,9,18,4.0,2,1,5,6,5,7,0.25
4568,13,0,6,2,13,8,1,0,1024,7,14,4.0,2,1,5,3,7,4,0.3333333333333333
4569,14,0,12,4,14,16,1,0,1024,10,20,4.0,2,1,9,5,10,5,0.2222222222222222
4570,10,0,8,3,10,11,1,0,1024,7,14,4.0,2,1,5,4,4,6,0.3333333333333333
4571,9,0,7,2,9,9,1,0,1024,6,12,4.0,2,1,5,3,4,5,0.4
4572,15,0,10,2,15,12,1,0,1024,9,18,4.0,4,1,6,4,7,7,0.25
4573,7,0,8,6,7,14,1,0,1024,7,14,4.0,2,1,5,6,4,4,0.3333333333333333
4574,17,0,7,3,17,10,1,0,1024,9,18,4.0,2,1,7,6,6,6,0.25
4575,12,0,11,7,12,18,1,0,1024,10,20,4.0,3,2,5,6,8,6,0.2222222222222222
4576,9,0,6,3,9,9,1,0,1024,6,12,4.0,2,1,4,6,4,2,0.4
4577,9,0,4,5,9,9,1,0,1024,6,12,4.0,1,1,6,5,3,4,0.4
4578,18,0,8,1,18,9,1,0,1024,9,18,4.0,2,1,7,6,5,7,0.25
4579,13,0,6,8,13,14,1,0,1024,9,18,4.0,2,1,7,5,5,8,0.25
4580,7,0,7,7,7,14,1,0,1024,7,14,4.0,1,1,6,5,4,5,0.3333333333333333
4581,8,0,13,6,8,19,1,0,1024,9,18,4.0,3,1,6,7,8,3,0.25
4582,12,0,14,4,12,18,1,0,1024,10,20,4.0,3,1,6,4,10,6,0.2222222222222222
4583,15,0,13,2,15,15,1,0,1024,10,20,4.0,3,2,6,8,6,6,0.2222222222222222
4584,10,0,6,5,10,11,1,0,1024,7,14,4.0,1,1,7,2,5,7,0.3333333333333333
4585,12,0,5,1,12,6,1,0,1024,6,12,4.0,1,1,6,5,4,3,0.4
4586,15,0,11,4,15,15,1,0,1024,10,20,4.0,3,1,7,7,6,7,0.2222222222222222
4587,12,0,9,3,12,12,1,0,1024,8,16,4.0,2,1,5,5,8,3,0.2857142857142857
4588,14,0,5,2,14,7,1,0,1024,7,14,4.0,1,1,6,4,4,6,0.3333333333333333
4589,10,0,8,0,10,8,1,0,1024,6,12,4.0,2,1,5,3,4,5,0.4
4590,14,0,9,4,14,13,1,0,1024,9,18,4.0,2,1,7,5,6,7,0.25
4591,12,0,5,1,12,6,1,0,1024,6,12,4.0,1,1,6,2,5,5,0.4
4592,10,0,6,8,10,14,1,0,1024,8,16,4.0,1,1,7,5,6,5,0.2857142857142857
4593,11,0,7,3,11,10,1,0,1024,7,14,4.0,2,1,5,7,2,5,0.3333333333333333
4594,7,0,9,5,7,14,1,0,1024,7,14,4.0,2,1,6,2,7,5,0.3333333333333333
4595,8,0,7,9,8,16,1,0,1024,8,16,4.0,1,1,7,3,5,8,0.2857142857142857
4596,11,0,8,5,11,13,1,0,1024,8,16,4.0,3,2,6,6,6,4,0.2857142857142857
4597,9,0,5,4,9,9,1,0,1024,6,12,4.0,3,1,4,5,5,2,0.4
4598,16,0,9,5,16,14,1,0,1024,10,20,4.0,3,1,7,10,7,3,0.2222222222222222
4599,10,0,9,5,10,14,1,0,1024,8,16,4.0,3,1,5,6,5,5,0.2857142857142857
4600,8,0,13,6,8,19,1,0,1024,9,18,4.0,2,2,5,8,4,6,0.25
4601,9,0,9,3,9,12,1,0,1024,7,14,4.0,2,1,6,4,3,7,0.3333333333333333
4602,6,0,8,4,6,12,1,0,1024,6,12,4.0,2,1,4,5,4,3,0.4
4603,9,0,8,1,9,9,1,0,1024,6,12,4.0,1,1,6,5,5,2,0.4
4604,18,0,10,2,18,12,1,0,1024,10,20,4.0,3,2,6,12,5,3,0.2222222222222222
4605,13,0,10,4,13,14,1,0,1024,9,18,4.0,4,1,5,6,8,4,0.25
4606,12,0,6,6,12,12,1,0,1024,8,16,4.0,2,1,7,6,4,6,0.2857142857142857
4607,12,0,8,4,12,12,1,0,1024,8,16,4.0,2,1,6,6,4,6,0.2857142857142857
4608,19,0,4,7,19,11,1,0,1024,10,20,4.0,2,1,8,6,5,9,0.2222222222222222
4609,7,0,8,3,7,11,1,0,1024,6,12,4.0,2,1,5,7,2,3,0.4
4610,17,0,6,4,17,10,1,0,1024,9,18,4.0,3,1,6,5,3,10,0.25
4611,17,0,6,7,17,13,1,0,1024,10,20,4.0,3,1,6,11,4,5,0.2222222222222222
4612,5,0,9,7,5,16,1,0,1024,7,14,4.0,1,1,6,4,8,2,0.3333333333333333
4613,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,6,4,7,1,0.4
4614,8,0,7,3,8,10,1,0,1024,6,12,4.0,1,1,6,4,3,5,0.4
4615,10,0,7,1,10,8,1,0,1024,6,12,4.0,1,1,5,5,4,3,0.4
4616,4,0,6,8,4,14,1,0,1024,6,12,4.0,1,1,5,2,6,4,0.4
4617,14,0,8,5,14,13,1,0,1024,9,18,4.0,2,1,6,11,4,3,0.25
4618,12,0,8,4,12,12,1,0,1024,8,16,4.0,3,1,4,3,5,8,0.2857142857142857
4619,16,0,10,4,16,14,1,0,1024,10,20,4.0,3,2,6,6,8,6,0.2222222222222222
4620,12,0,3,3,12,6,1,0,1024,6,12,4.0,2,1,5,2,5,5,0.4
4621,11,0,7,3,11,10,1,0,1024,7,14,4.0,1,1,6,5,4,5,0.3333333333333333
4622,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,6,4,3,5,0.4
4623,12,0,7,2,12,9,1,0,1024,7,14,4.0,3,1,4,7,4,3,0.3333333333333333
4624,14,0,13,3,14,16,1,0,1024,10,20,4.0,2,1,6,6,6,8,0.2222222222222222
4625,11,0,11,5,11,16,1,0,1024,9,18,4.0,1,1,8,5,6,7,0.25
4626,10,0,9,2,10,11,1,0,1024,7,14,4.0,1,1,6,5,6,3,0.3333333333333333
4627,6,0,9,6,6,15,1,0,1024,7,14,4.0,1,1,6,5,3,6,0.3333333333333333
4628,13,0,15,2,13,17,1,0,1024,10,20,4.0,3,2,6,3,8,9,0.2222222222222222
4629,10,0,7,1,10,8,1,0,1024,6,12,4.0,1,1,6,3,6,3,0.4
4630,7,0,6,5,7,11,1,0,1024,6,12,4.0,2,1,5,6,5,1,0.4
4631,13,0,8,6,13,14,1,0,1024,9,18,4.0,2,1,8,6,7,5,0.25
4632,12,0,12,3,12,15,1,0,1024,9,18,4.0,2,1,7,4,5,9,0.25
4633,15,0,7,5,15,12,1,0,1024,9,18,4.0,3,1,6,5,10,3,0.25
4634,7,0,6,5,7,11,1,0,1024,6,12,4.0,1,1,5,6,1,5,0.4
4635,10,0,7,7,10,14,1,0,1024,8,16,4.0,1,1,6,6,4,6,0.2857142857142857
4636,10,0,5,6,10,11,1,0,1024,7,14,4.0,1,1,6,5,4,5,0.3333333333333333
4637,16,0,5,3,16,8,1,0,1024,8,16,4.0,2,1,7,5,7,4,0.2857142857142857
4638,15,0,8,1,15,9,1,0,1024,8,16,4.0,3,1,5,6,4,6,0.2857142857142857
4639,6,0,13,2,6,15,1,0,1024,7,14,4.0,2,1,5,3,6,5,0.3333333333333333
4640,10,0,9,2,10,11,1,0,1024,7,14,4.0,2,1,5,1,8,5,0.3333333333333333
4641,13,0,5,3,13,8,1,0,1024,7,14,4.0,2,1,6,3,9,2,0.3333333333333333
4642,8,0,5,5,8,10,1,0,1024,6,12,4.0,2,1,5,5,1,6,0.4
4643,11,0,4,3,11,7,1,0,1024,6,12,4.0,2,1,5,3,6,3,0.4
4644,14,0,7,6,14,13,1,0,1024,9,18,4.0,3,2,7,9,5,4,0.25
4645,12,0,8,10,12,18,1,0,1024,10,20,4.0,3,1,7,6,7,7,0.2222222222222222
4646,7,0,10,4,7,14,1,0,1024,7,14,4.0,3,1,4,7,5,2,0.3333333333333333
4647,12,0,7,5,12,12,1,0,1024,8,16,4.0,3,1,6,10,4,2,0.2857142857142857
4648,8,0,8,2,8,10,1,0,1024,6,12,4.0,2,1,4,4,4,4,0.4
4649,14,0,6,4,14,10,1,0,1024,8,16,4.0,2,1,6,6,5,5,0.2857142857142857
4650,11,0,10,6,11,16,1,0,1024,9,18,4.0,2,1,6,5,6,7,0.25
4651,9,0,8,4,9,12,1,0,1024,7,14,4.0,2,1,5,3,5,6,0.3333333333333333
4652,13,0,8,6,13,14,1,0,1024,9,18,4.0,2,1,7,8,3,7,0.25
4653,9,0,6,3,9,9,1,0,1024,6,12,4.0,1,1,5,4,6,2,0.4
4654,11,0,11,5,11,16,1,0,1024,9,18,4.0,3,1,7,6,9,3,0.25
4655,11,0,3,4,11,7,1,0,1024,6,12,4.0,1,1,6,3,6,3,0.4
4656,17,0,8,5,17,13,1,0,1024,10,20,4.0,3,1,6,5,8,7,0.2222222222222222
4657,7,0,9,5,7,14,1,0,1024,7,14,4.0,1,1,5,4,4,6,0.3333333333333333
4658,9,0,5,4,9,9,1,0,1024,6,12,4.0,2,1,5,4,5,3,0.4
4659,9,0,4,5,9,9,1,0,1024,6,12,4.0,1,1,6,4,8,0,0.4
4660,9,0,5,4,9,9,1,0,1024,6,12,4.0,1,1,5,5,6,1,0.4
4661,10,0,13,7,10,20,1,0,1024,10,20,4.0,3,1,8,6,9,5,0.2222222222222222
4662,9,0,10,2,9,12,1,0,1024,7,14,4.0,2,1,6,3,6,5,0.3333333333333333
4663,13,0,14,3,13,17,1,0,1024,10,20,4.0,3,2,7,5,2,13,0.2222222222222222
4664,8,0,8,8,8,16,1,0,1024,8,16,4.0,2,1,5,8,2,6,0.2857142857142857
4665,15,0,4,8,15,12,1,0,1024,9,18,4.0,3,1,7,5,8,5,0.25
4666,18,0,6,3,18,9,1,0,1024,9,18,4.0,1,1,7,6,8,4,0.25
4667,13,0,15,2,13,17,1,0,1024,10,20,4.0,2,1,8,6,9,5,0.2222222222222222
4668,10,0,7,1,10,8,1,0,1024,6,12,4.0,1,1,5,3,5,4,0.4
4669,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,5,2,4,6,0.4
4670,19,0,7,4,19,11,1,0,1024,10,20,4.0,4,2,6,5,6,9,0.2222222222222222
4671,12,0,3,3,12,6,1,0,1024,6,12,4.0,2,1,4,5,3,4,0.4
4672,13,0,13,4,13,17,1,0,1024,10,20,4.0,3,1,7,7,7,6,0.2222222222222222
4673,15,0,7,8,15,15,1,0,1024,10,20,4.0,3,1,6,7,6,7,0.2222222222222222
4674,15,0,11,4,15,15,1,0,1024,10,20,4.0,3,1,7,7,6,7,0.2222222222222222
4675,10,0,14,6,10,20,1,0,1024,10,20,4.0,2,1,6,8,4,8,0.2222222222222222
4676,13,0,8,6,13,14,1,0,1024,9,18,4.0,4,1,5,4,10,4,0.25
4677,8,0,7,6,8,13,1,0,1024,7,14,4.0,1,1,6,5,4,5,0.3333333333333333
4678,17,0,10,3,17,13,1,0,1024,10,20,4.0,3,1,7,4,13,3,0.2222222222222222
4679,9,0,6,6,9,12,1,0,1024,7,14,4.0,1,1,5,8,0,6,0.3333333333333333
4680,15,0,7,2,15,9,1,0,1024,8,16,4.0,2,1,6,7,5,4,0.2857142857142857
4681,17,0,7,3,17,10,1,0,1024,9,18,4.0,2,2,5,4,9,5,0.25
4682,15,0,8,1,15,9,1,0,1024,8,16,4.0,2,1,6,4,6,6,0.2857142857142857
4683,7,0,8,3,7,11,1,0,1024,6,12,4.0,2,1,5,5,4,3,0.4
4684,16,0,6,5,16,11,1,0,1024,9,18,4.0,2,2,7,4,3,11,0.25
4685,13,0,6,11,13,17,1,0,1024,10,20,4.0,4,1,6,10,5,5,0.2222222222222222
4686,19,0,9,2,19,11,1,0,1024,10,20,4.0,3,1,6,7,5,8,0.2222222222222222
4687,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,5,3,2,7,0.4
4688,13,0,8,3,13,11,1,0,1024,8,16,4.0,2,1,6,4,7,5,0.2857142857142857
4689,6,0,5,7,6,12,1,0,1024,6,12,4.0,2,1,5,4,4,4,0.4
4690,10,0,10,4,10,14,1,0,1024,8,16,4.0,2,1,6,6,4,6,0.2857142857142857
4691,5,0,10,6,5,16,1,0,1024,7,14,4.0,3,1,5,5,3,6,0.3333333333333333
4692,9,0,11,4,9,15,1,0,1024,8,16,4.0,2,1,7,6,1,9,0.2857142857142857
4693,17,0,5,8,17,13,1,0,1024,10,20,4.0,2,1,7,6,8,6,0.2222222222222222
4694,10,0,6,2,10,8,1,0,1024,6,12,4.0,1,1,6,8,4,0,0.4
4695,15,0,9,6,15,15,1,0,1024,10,20,4.0,2,1,6,5,8,7,0.2222222222222222
4696,15,0,5,7,15,12,1,0,1024,9,18,4.0,3,1,7,6,6,6,0.25
4697,17,0,3,7,17,10,1,0,1024,9,18,4.0,2,1,7,9,4,5,0.25
4698,13,0,13,4,13,17,1,0,1024,10,20,4.0,3,1,6,8,4,8,0.2222222222222222
4699,9,0,8,1,9,9,1,0,1024,6,12,4.0,1,1,6,5,5,2,0.4
4700,15,0,8,4,15,12,1,0,1024,9,18,4.0,3,1,7,6,8,4,0.25
4701,10,0,11,3,10,14,1,0,1024,8,16,4.0,1,2,7,2,5,9,0.2857142857142857
4702,15,0,7,2,15,9,1,0,1024,8,16,4.0,2,1,5,7,5,4,0.2857142857142857
4703,12,0,4,5,12,9,1,0,1024,7,14,4.0,2,1,6,3,5,6,0.3333333333333333
4704,10,0,14,0,10,14,1,0,1024,8,16,4.0,2,1,7,7,3,6,0.2857142857142857
4705,9,0,9,6,9,15,1,0,1024,8,16,4.0,3,1,6,6,6,4,0.2857142857142857
4706,11,0,6,4,11,10,1,0,1024,7,14,4.0,3,1,5,6,3,5,0.3333333333333333
4707,14,0,10,6,14,16,1,0,1024,10,20,4.0,4,1,7,5,7,8,0.2222222222222222
4708,4,0,12,2,4,14,1,0,1024,6,12,4.0,1,1,6,2,5,5,0.4
4709,8,0,5,5,8,10,1,0,1024,6,12,4.0,2,1,5,5,2,5,0.4
4710,13,0,11,6,13,17,1,0,1024,10,20,4.0,2,1,8,10,7,3,0.2222222222222222
4711,13,0,11,6,13,17,1,0,1024,10,20,4.0,3,1,6,4,5,11,0.2222222222222222
4712,11,0,5,2,11,7,1,0,1024,6,12,4.0,1,1,6,5,3,4,0.4
4713,11,0,9,4,11,13,1,0,1024,8,16,4.0,3,1,5,5,6,5,0.2857142857142857
4714,9,0,15,3,9,18,1,0,1024,9,18,4.0,4,1,6,5,6,7,0.25
4715,10,0,4,4,10,8,1,0,1024,6,12,4.0,1,1,5,3,4,5,0.4
4716,13,0,5,3,13,8,1,0,1024,7,14,4.0,1,1,6,3,5,6,0.3333333333333333
4717,11,0,8,2,11,10,1,0,1024,7,14,4.0,2,1,5,5,4,5,0.3333333333333333
4718,9,0,9,3,9,12,1,0,1024,7,14,4.0,1,1,5,2,7,5,0.3333333333333333
4719,14,0,10,6,14,16,1,0,1024,10,20,4.0,2,1,8,6,6,8,0.2222222222222222
4720,10,0,10,7,10,17,1,0,1024,9,18,4.0,2,1,6,10,2,6,0.25
4721,15,0,7,8,15,15,1,0,1024,10,20,4.0,2,1,8,6,4,10,0.2222222222222222
4722,13,0,6,5,13,11,1,0,1024,8,16,4.0,2,1,6,3,6,7,0.2857142857142857
4723,11,0,7,9,11,16,1,0,1024,9,18,4.0,4,1,5,4,9,5,0.25
4724,7,0,6,5,7,11,1,0,1024,6,12,4.0,1,1,6,3,5,4,0.4
4725,12,0,11,7,12,18,1,0,1024,10,20,4.0,2,1,7,11,4,5,0.2222222222222222
4726,12,0,6,6,12,12,1,0,1024,8,16,4.0,3,1,6,6,7,3,0.2857142857142857
4727,9,0,7,5,9,12,1,0,1024,7,14,4.0,2,1,6,0,10,4,0.3333333333333333
4728,7,0,6,8,7,14,1,0,1024,7,14,4.0,3,1,5,5,4,5,0.3333333333333333
4729,13,0,10,4,13,14,1,0,1024,9,18,4.0,3,1,6,5,8,5,0.25
4730,10,0,10,7,10,17,1,0,1024,9,18,4.0,2,1,7,6,10,2,0.25
4731,10,0,10,7,10,17,1,0,1024,9,18,4.0,3,1,5,3,8,7,0.25
4732,13,0,8,6,13,14,1,0,1024,9,18,4.0,2,1,7,7,4,7,0.25
4733,19,0,8,3,19,11,1,0,1024,10,20,4.0,3,1,6,6,7,7,0.2222222222222222
4734,11,0,7,6,11,13,1,0,1024,8,16,4.0,1,1,6,4,7,5,0.2857142857142857
4735,18,0,9,3,18,12,1,0,1024,10,20,4.0,3,1,6,9,7,4,0.2222222222222222
4736,9,0,11,1,9,12,1,0,1024,7,14,4.0,2,1,5,5,5,4,0.3333333333333333
4737,12,0,10,8,12,18,1,0,1024,10,20,4.0,3,1,6,6,6,8,0.2222222222222222
4738,11,0,7,6,11,13,1,0,1024,8,16,4.0,3,1,6,5,4,7,0.2857142857142857
4739,14,0,11,5,14,16,1,0,1024,10,20,4.0,4,1,7,12,6,2,0.2222222222222222
4740,13,0,3,2,13,5,1,0,1024,6,12,4.0,2,1,5,1,5,6,0.4
4741,12,0,8,4,12,12,1,0,1024,8,16,4.0,1,2,7,7,3,6,0.2857142857142857
4742,15,0,6,3,15,9,1,0,1024,8,16,4.0,2,1,6,3,5,8,0.2857142857142857
4743,14,0,12,4,14,16,1,0,1024,10,20,4.0,3,1,6,4,8,8,0.2222222222222222
4744,9,0,9,6,9,15,1,0,1024,8,16,4.0,1,1,7,4,2,10,0.2857142857142857
4745,11,0,8,2,11,10,1,0,1024,7,14,4.0,2,1,6,5,5,4,0.3333333333333333
4746,7,0,10,4,7,14,1,0,1024,7,14,4.0,1,1,5,7,4,3,0.3333333333333333
4747,7,0,9,5,7,14,1,0,1024,7,14,4.0,2,1,6,9,2,3,0.3333333333333333
4748,12,0,13,2,12,15,1,0,1024,9,18,4.0,3,1,6,5,9,4,0.25
4749,17,0,10,3,17,13,1,0,1024,10,20,4.0,2,1,7,7,8,5,0.2222222222222222
4750,8,0,5,5,8,10,1,0,1024,6,12,4.0,2,1,5,4,3,5,0.4
4751,10,0,5,6,10,11,1,0,1024,7,14,4.0,3,1,5,3,7,4,0.3333333333333333
4752,11,0,4,6,11,10,1,0,1024,7,14,4.0,1,1,6,4,4,6,0.3333333333333333
4753,8,0,6,7,8,13,1,0,1024,7,14,4.0,1,1,6,3,9,2,0.3333333333333333
4754,13,0,13,4,13,17,1,0,1024,10,20,4.0,4,1,6,6,7,7,0.2222222222222222
4755,16,0,8,6,16,14,1,0,1024,10,20,4.0,3,1,8,7,5,8,0.2222222222222222
4756,11,0,4,3,11,7,1,0,1024,6,12,4.0,1,1,6,5,4,3,0.4
4757,15,0,9,3,15,12,1,0,1024,9,18,4.0,2,2,5,8,7,3,0.25
4758,8,0,6,4,8,10,1,0,1024,6,12,4.0,2,1,5,3,6,3,0.4
4759,10,0,5,3,10,8,1,0,1024,6,12,4.0,1,1,6,2,7,3,0.4
4760,15,0,7,8,15,15,1,0,1024,10,20,4.0,2,1,7,5,6,9,0.2222222222222222
4761,8,0,8,5,8,13,1,0,1024,7,14,4.0,2,1,6,4,2,8,0.3333333333333333
4762,11,0,12,4,11,16,1,0,1024,9,18,4.0,1,1,6,7,8,3,0.25
